standardized_fund_name,a_manager_name,a_source,b_manager_name,b_source,final_manager_name,final_source
"TowerBrook Investors III, L.P.",,,,,"TowerBrook Capital Partners, L.P.","WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-74084/TOWERBROOK-CAPITAL-PARTNERS-LP | TowerBrook's affiliated entities serve as general partner and investment manager of the TowerBrook Partnerships, controlled by TowerBrook Capital Partners, L.P.  [AUTO: TowerBrook Capital Partners = TowerBrook Capital Partners, L.P.]"
"TPF II-A, LP",,,,,"Tenaska Capital Management, LLC","WEB_MANAGER: https://privatefunddata.com/private-funds/tpf-ii-a-lp/ | Fund data listing shows TPF II-A LP managed by Tenaska Capital Management, LLC, the same firm PitchBook lists as manager of the related TPF II fund.  [AUTO: identical]"
"TPG Asia VI, L.P.",,,,,"TPG Capital Advisors, LLC","FAMILY TPG: WEB_MANAGER: https://aum13f.com/fund/tpg-partners-viii-lp | TPG Partners VIII LP and TPG Partners VII LP were raised by TPG Capital Advisors LLC, the adviser to TPG's flagship buyout funds.  [AUTO: TPG Capital Advisors, LLC = TPG]"
"TPG Growth III (A), L.P.",,,,,"TPG Capital Advisors, LLC","FAMILY TPG: WEB_MANAGER: https://aum13f.com/fund/tpg-partners-viii-lp | TPG Partners VIII LP and TPG Partners VII LP were raised by TPG Capital Advisors LLC, the adviser to TPG's flagship buyout funds.  [AUTO: TPG Capital Advisors, LLC = TPG]"
"TPG Partners VI, L.P.",,,,,"TPG Capital Advisors, LLC","FAMILY TPG: WEB_MANAGER: https://aum13f.com/fund/tpg-partners-viii-lp | TPG Partners VIII LP and TPG Partners VII LP were raised by TPG Capital Advisors LLC, the adviser to TPG's flagship buyout funds.  [AUTO: TPG Capital Advisors, LLC = TPG]"
"TPG Partners VII, L.P.",,,,,"TPG Capital Advisors, LLC","FAMILY TPG: WEB_MANAGER: https://aum13f.com/fund/tpg-partners-viii-lp | TPG Partners VIII LP and TPG Partners VII LP were raised by TPG Capital Advisors LLC, the adviser to TPG's flagship buyout funds.  [AUTO: TPG Capital Advisors, LLC = TPG]"
"TPG Partners VIII, L.P.",,,,,"TPG Capital Advisors, LLC","FAMILY TPG: WEB_MANAGER: https://aum13f.com/fund/tpg-partners-viii-lp | TPG Partners VIII LP and TPG Partners VII LP were raised by TPG Capital Advisors LLC, the adviser to TPG's flagship buyout funds.  [AUTO: TPG Capital Advisors, LLC = TPG]"
"TPG Real Estate Partners III, L.P.",,,,,"TPG Capital Advisors, LLC","FAMILY TPG: WEB_MANAGER: https://aum13f.com/fund/tpg-partners-viii-lp | TPG Partners VIII LP and TPG Partners VII LP were raised by TPG Capital Advisors LLC, the adviser to TPG's flagship buyout funds.  [AUTO: TPG Capital Advisors, LLC = TPG]"
TransEuropean I,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
"Trident VI, L.P.",,,,,Stone Point Capital LLC,"FAMILY Trident: WEB_MANAGER: https://www.prnewswire.com/news-releases/stone-point-capital-closes-trident-viii-with-7-billion-of-committed-capital-300986709.html | Stone Point Capital LLC, a Greenwich, Connecticut-based private equity firm, closed its eighth fund, Trident VIII, L.P., with $7 billion in committed capital.  [AUTO: identical]"
Trident VIII L.P.,,,,,Stone Point Capital LLC,"FAMILY Trident: WEB_MANAGER: https://www.prnewswire.com/news-releases/stone-point-capital-closes-trident-viii-with-7-billion-of-committed-capital-300986709.html | Stone Point Capital LLC, a Greenwich, Connecticut-based private equity firm, closed its eighth fund, Trident VIII, L.P., with $7 billion in committed capital.  [AUTO: identical]"
"Trinity Ventures 2024, L.P.",,,,,Trinity Ventures,WEB_MANAGER: https://finance.yahoo.com/news/trinity-ventures-announces-closing-435m-140000994.html | Trinity Ventures announced the closing of its Trinity Ventures 2024 continuation fund to recapitalize portfolio companies from Trinity Ventures XI.  [AUTO: identical]
Triton Fund 6 SCSp,,,,,Triton Partners,"FAMILY Triton: WEB_MANAGER: https://pitchbook.com/profiles/fund/13455-46F | Triton Fund IV is a 2013-vintage buyout fund managed by Triton Partners, a private equity firm headquartered in Luxembourg.  [AUTO: identical]"
Triton Fund IV L.P.,,,,,Triton Partners,"FAMILY Triton: WEB_MANAGER: https://pitchbook.com/profiles/fund/13455-46F | Triton Fund IV is a 2013-vintage buyout fund managed by Triton Partners, a private equity firm headquartered in Luxembourg.  [AUTO: identical]"
Twin Creeks Timber,,,,,Silver Creek Capital Management,WEB_MANAGER: https://www.silvercreekcapital.com/twin-creeks-timber-acquires-121000-acres-of-timberland/ | Silver Creek Capital Management's own site describes Twin Creeks Timber as a joint venture it formed and manages.  [AUTO: identical]
U.S. Value Income REIT Strategy,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
"UBS (US) Trumbull Property Fund, L.P.",UBS Realty Investors LLC,"WEB_MANAGER: https://sarasota.granicus.com/MetaViewer.php?meta_id=631377 | Trumbull Property Fund GP LLC is an affiliate of UBS Realty and is the General Partner of the Fund, which is managed by UBS Realty Investors LLC.",UBS Realty Investors,"WEB_MANAGER: https://pitchbook.com/profiles/fund/14299-30F | PitchBook: Trumbull Property Fund is a real estate core fund managed by UBS Realty Investors; contact lists UBS (US) Trumbull Property Fund.""UBS Realty Investors LLC""",UBS Realty Investors LLC,"WEB_MANAGER: https://sarasota.granicus.com/MetaViewer.php?meta_id=631377 | Trumbull Property Fund GP LLC is an affiliate of UBS Realty and is the General Partner of the Fund, which is managed by UBS Realty Investors LLC."
"Updata Partners V, L.P.",Updata Partners,"WEB_MANAGER: https://updata.com/team/ | Updata Partners is a growth equity firm based in Washington, DC; General Partners include Jon Seeber, Braden Snyder, James Socas, and Carter Griffin.",Updata Partners,"WEB_MANAGER: https://pitchbook.com/profiles/fund/14537-26F | PitchBook: Updata Partners V is a 2014 vintage private equity growth fund managed by Updata Partners.""""",Updata Partners,"FAMILY Updata Partners: WEB_MANAGER: https://pitchbook.com/profiles/fund/14537-26F | PitchBook: Updata Partners V is a 2014 vintage private equity growth fund managed by Updata Partners."""""
"Updata Partners VI, L.P.",Updata Partners,"WEB_MANAGER: https://updata.com/team/ | Updata Partners is a growth equity firm based in Washington, DC; General Partners include Jon Seeber, Braden Snyder, James Socas, and Carter Griffin.",,,Updata Partners,"FAMILY Updata Partners: WEB_MANAGER: https://pitchbook.com/profiles/fund/14537-26F | PitchBook: Updata Partners V is a 2014 vintage private equity growth fund managed by Updata Partners."""""
"Utah Fund of Funds, LLC",Utah Capital Investment Corporation,WEB_MANAGER: https://www.preqin.com/data/profile/fund-manager/utah-capital-investment-corporation/9074 | Utah Capital Investment Corporation is a private equity fund-of-funds firm that serves as the corporate body of the Utah Fund of Funds.,Utah Capital Investment Corporation,"WEB_MANAGER: https://edesber.com/utah-capital-investment-corporation | The Utah Capital Investment Corporation is a $300 million State of Utah economic development program that invests in venture capital and private equity funds.""""",Utah Capital Investment Corporation,WEB_MANAGER: https://www.preqin.com/data/profile/fund-manager/utah-capital-investment-corporation/9074 | Utah Capital Investment Corporation is a private equity fund-of-funds firm that serves as the corporate body of the Utah Fund of Funds.
Valeas Capital Partners Fund I-A LP,,,,,Valeas Capital Partners,WEB_MANAGER: https://www.businesswire.com/news/home/20241204913856/en/Valeas-Capital-Partners-Closes-Inaugural-Fund-at-$600-Million | Business Wire reports Valeas Capital Partners closed its inaugural Fund I at $600 million.  [AUTO: identical]
"VamosVentures Fund I, L.P.",VamosVentures,"WEB_MANAGER: https://vamosventures.com/team/ | VamosVentures is a Los Angeles-based venture capital fund; Marcos Gonzalez is Founder and Managing Partner; general partner entity Vamosventures GP II, LLC.",VamosVentures,"WEB_MANAGER: https://pitchbook.com/profiles/fund/16611-40F | PitchBook: VamosVentures Fund I is a 2021 vintage early-stage venture capital fund managed by VamosVentures.""""",VamosVentures,"WEB_MANAGER: https://pitchbook.com/profiles/fund/16611-40F | PitchBook: VamosVentures Fund I is a 2021 vintage early-stage venture capital fund managed by VamosVentures."""""
"Vector Capital V, L.P.",,,,,"Vector Capital Management, L.P.","FAMILY Vector Capital: WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-79800/VECTOR-CAPITAL-MANAGEMENT--L-P- | Vector Capital Management, L.P. is the registered investment adviser to Vector Capital's numbered private equity funds, led by founder Alexander Slusky.  [AUTO: identical]"
"Vector Capital VI, L.P.",,,,,"Vector Capital Management, L.P.","FAMILY Vector Capital: WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-79800/VECTOR-CAPITAL-MANAGEMENT--L-P- | Vector Capital Management, L.P. is the registered investment adviser to Vector Capital's numbered private equity funds, led by founder Alexander Slusky.  [AUTO: identical]"
Verdane Capital IX AB,,,,,Verdane Capital Advisors IX AB,WEB_MANAGER: https://www.bloomberg.com/profile/company/1436442D:SS | Bloomberg company profile lists Verdane Capital Advisors IX AB as the manager entity for the Verdane Capital IX fund.
"Versa Capital Fund II, L.P.",Versa Capital Management,WEB_MANAGER: https://pitchbook.com/profiles/fund/11345-68F | Versa Capital Fund II and Fund II-A (the Versa II Funds) are buyout funds managed by Versa Capital Management.,Versa Capital Management,"WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73119/VERSA-CAPITAL-MANAGEMENT--LLC | Versa Capital Management's clients include Versa Capital Fund II, L.P.""Versa Capital Management, LLC",Versa Capital Management,FAMILY Versa Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/11345-68F | Versa Capital Fund II and Fund II-A (the Versa II Funds) are buyout funds managed by Versa Capital Management.
"VERSA CAPITAL FUND II-A, L.P.",Versa Capital Management,WEB_MANAGER: https://pitchbook.com/profiles/fund/11345-68F | Versa Capital Fund II and Fund II-A (the Versa II Funds) are buyout funds managed by Versa Capital Management.,Versa Capital Management,"WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73119/VERSA-CAPITAL-MANAGEMENT--LLC | Versa Capital Management's clients include Versa Capital Fund II-A, L.P.""Versa Capital Management, LLC",Versa Capital Management,FAMILY Versa Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/11345-68F | Versa Capital Fund II and Fund II-A (the Versa II Funds) are buyout funds managed by Versa Capital Management.
"VFC - Burnside Fund, L.P.",,WEB_MANAGER: no public manager match found,,,VFC - Burnside Fund GP LLC,WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1791582/000179158219000001/xslFormDX01/primary_doc.xml | SEC Form D names VFC - Burnside Fund GP LLC as the related-person general partner of VFC - Burnside Fund LP.
VISTA EQUITY ENDEAVOR FUND II LP,,,,,"Vista Equity Partners Management, LLC","FAMILY Vista Equity: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1752797/000119312521251454/d28493ds1.htm | VEPF Management, L.P., the management company of the Vista Funds, has Vista Equity Partners Management, LLC as its sole limited partner and VEP Group, LLC as its sole general partner.  [AUTO: Vista Equity Partners Management, LLC = Vista Equity Partners]"
"Vista Equity Partners Fund V, L.P.",,,,,"Vista Equity Partners Management, LLC","FAMILY Vista Equity: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1752797/000119312521251454/d28493ds1.htm | VEPF Management, L.P., the management company of the Vista Funds, has Vista Equity Partners Management, LLC as its sole limited partner and VEP Group, LLC as its sole general partner.  [AUTO: Vista Equity Partners Management, LLC = Vista Equity Partners]"
"Vista Equity Partners Fund VI, L.P.",,,,,"Vista Equity Partners Management, LLC","FAMILY Vista Equity: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1752797/000119312521251454/d28493ds1.htm | VEPF Management, L.P., the management company of the Vista Funds, has Vista Equity Partners Management, LLC as its sole limited partner and VEP Group, LLC as its sole general partner.  [AUTO: Vista Equity Partners Management, LLC = Vista Equity Partners]"
"Vista Equity Partners Fund VII, L.P.",,,,,"Vista Equity Partners Management, LLC","FAMILY Vista Equity: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1752797/000119312521251454/d28493ds1.htm | VEPF Management, L.P., the management company of the Vista Funds, has Vista Equity Partners Management, LLC as its sole limited partner and VEP Group, LLC as its sole general partner.  [AUTO: Vista Equity Partners Management, LLC = Vista Equity Partners]"
"Vista Equity Partners Fund VIII-A, L.P.",,,,,"Vista Equity Partners Management, LLC","FAMILY Vista Equity: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1752797/000119312521251454/d28493ds1.htm | VEPF Management, L.P., the management company of the Vista Funds, has Vista Equity Partners Management, LLC as its sole limited partner and VEP Group, LLC as its sole general partner.  [AUTO: Vista Equity Partners Management, LLC = Vista Equity Partners]"
"Vista Equity Partners Hubble, L.P.",,,,,"Vista Equity Partners Management, LLC","FAMILY Vista Equity: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1752797/000119312521251454/d28493ds1.htm | VEPF Management, L.P., the management company of the Vista Funds, has Vista Equity Partners Management, LLC as its sole limited partner and VEP Group, LLC as its sole general partner.  [AUTO: Vista Equity Partners Management, LLC = Vista Equity Partners]"
Vornado Capital Partners L.P.,,,,,Vornado Realty Trust,WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1040765/000104076513000002/vrlp201210k.htm | SEC filing states Vornado Realty Trust serves as general partner and investment manager of Vornado Capital Partners.  [AUTO: Vornado Realty Trust = Vornado Realty L.P.]
"Voyager Capital Fund IV, L.P.",Voyager Capital,"WEB_MANAGER: https://www.voyagercapital.com/ | Voyager Capital is a Pacific Northwest venture firm with offices in Seattle and Portland, managing the Voyager Capital Fund series.",,,Voyager Capital,"FAMILY Voyager Capital: WEB_MANAGER: https://www.voyagercapital.com/ | Voyager Capital is a Pacific Northwest venture firm with offices in Seattle and Portland, managing the Voyager Capital Fund series."
"Voyager Capital Fund V, L.P.",Voyager Capital,"WEB_MANAGER: https://www.voyagercapital.com/ | Voyager Capital is a Pacific Northwest venture firm with offices in Seattle and Portland, managing the Voyager Capital Fund series.",Voyager Capital,"WEB_MANAGER: https://pitchbook.com/profiles/fund/16330-78F | PitchBook: Voyager Capital Fund V is a venture capital fund managed by Voyager Capital.""""",Voyager Capital,"FAMILY Voyager Capital: WEB_MANAGER: https://www.voyagercapital.com/ | Voyager Capital is a Pacific Northwest venture firm with offices in Seattle and Portland, managing the Voyager Capital Fund series."
"VSS Structured Capital Parallel III, L.P.",,,,,VSS Capital Partners,WEB_MANAGER: https://www.vss.com/news/gp-profile-vss-capital-taps-lower-mid-market-founder-partnerships-via-hybrid-equity-and-credit-strategy | VSS's own site describes VSS Capital Partners (Veronis Suhler Stevenson) as manager of its Structured Capital fund series.  [AUTO: identical]
