lookup_key,lookup_kind,member_count,member_funds,a_manager_name,a_source,b_manager_name,b_source,final_manager_name,final_source
Silver Creek Aggregate Reserves Fund I,fund,1,Silver Creek Aggregate Reserves Fund I,Silver Creek Capital Management LLC,WEB_MANAGER: https://www.silvercreekcapital.com/investment-strategies/ | Silver Creek Capital Management lists aggregate reserves as one of its alternative asset investment strategies.,"Silver Creek Capital Management, LLC",WEB_MANAGER: https://www.silvercreekcapital.com/ | Silver Creek Capital Management LLC manages private aggregate reserves investment funds that purchase reserves beneath operating quarries.,"Silver Creek Capital Management, LLC","WEB_MANAGER: https://www.silvercreekcapital.com/ | Silver Creek Capital Management LLC manages private aggregate reserves investment funds that purchase reserves beneath operating quarries.  [AUTO: Silver Creek Capital Management LLC = Silver Creek Capital Management, LLC]"
"Sixth Street Opportunities Partners III (B), L.P.",fund,1,"Sixth Street Opportunities Partners III (B), L.P.","Sixth Street Opportunities GenPar III, L.P.","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1508655/000119312521367839/d420105d40appa.htm | SEC 40-APP filing names Sixth Street Opportunities GenPar III, L.P. as general partner of the Sixth Street Opportunities Partners III funds.","Sixth Street Opportunities GenPar III, L.P.","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1508655/000119312521367839/d420105d40appa.htm | SEC filing names Sixth Street Opportunities GenPar III, L.P. as general partner of the Opps III fund family.","Sixth Street Opportunities GenPar III, L.P.","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1508655/000119312521367839/d420105d40appa.htm | SEC 40-APP filing names Sixth Street Opportunities GenPar III, L.P. as general partner of the Sixth Street Opportunities Partners III funds.  [AUTO: identical]"
"SmartForest Ventures I, L.P.",fund,1,"SmartForest Ventures I, L.P.",,,,,SmartForest Ventures,"WEB_MANAGER: https://pitchbook.com/profiles/investor/11298-97 | SmartForest Ventures was formed by Hugh Mackworth and Debi Coleman, a Portland, Oregon venture capital firm formed in 2000."
Stellex Capital Partners II,fund,1,Stellex Capital Partners II,,,,,Stellex Capital Management,"WEB_MANAGER: https://pitchbook.com/profiles/fund/17660-35F | PitchBook: Stellex Capital Partners II is a 2021 vintage distressed debt fund managed by Stellex Capital Management."""""
"Sterling Capital Partners IV, L.P.",fund,1,"Sterling Capital Partners IV, L.P.",Sterling Partners,WEB_MANAGER: https://www.nj.gov/njbonds/treasury/doinvest/pdf/AlternativeInvestments/PrivateEquity/SterlingCapitalPartnersIV.pdf | New Jersey state investment document lists Sterling Capital Partners IV as managed by Sterling Partners.,Sterling Partners,"WEB_MANAGER: https://www.nj.gov/treasury/doinvest/pdf/AlternativeInvestments/PrivateEquity/SterlingCapitalPartnersIV.pdf | New Jersey State Investment Council materials name Sterling Partners as the general partner of Sterling Capital Partners IV, L.P.",Sterling Partners,WEB_MANAGER: https://www.nj.gov/njbonds/treasury/doinvest/pdf/AlternativeInvestments/PrivateEquity/SterlingCapitalPartnersIV.pdf | New Jersey state investment document lists Sterling Capital Partners IV as managed by Sterling Partners.  [AUTO: identical]
Strategic Partners Value Enhancement Fund LP,fund,1,Strategic Partners Value Enhancement Fund LP,,,,,Strategic Capital Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/12893-77F | Strategic Partners Value Enhancement Fund is a real estate value-added fund managed by Strategic Capital Partners.
Strategic Property Fund Asia SCSP,fund,1,Strategic Property Fund Asia SCSP,Strategic Property Fund Asia (GP) Sarl,"WEB_MANAGER: https://www.northdata.com/Strategic%20Property%20Fund%20Asia%20(GP)%20S%C3%A0rl,%20Luxembourg/B204523 | Northdata corporate registry lists Strategic Property Fund Asia (GP) Sarl as general partner of Strategic Property Fund Asia SCSp.",Strategic Property Fund Asia (GP) Sarl,"WEB_MANAGER: https://www.northdata.com/Strategic+Property+Fund+Asia+SCSp,+Luxembourg/B204581 | Luxembourg registry record names Strategic Property Fund Asia (GP) Sarl as general partner of Strategic Property Fund Asia SCSp.",Strategic Property Fund Asia (GP) Sarl,"WEB_MANAGER: https://www.northdata.com/Strategic%20Property%20Fund%20Asia%20(GP)%20S%C3%A0rl,%20Luxembourg/B204523 | Northdata corporate registry lists Strategic Property Fund Asia (GP) Sarl as general partner of Strategic Property Fund Asia SCSp.  [AUTO: identical]"
"SunBridge Partners Technology Fund III, L.P.",fund,1,"SunBridge Partners Technology Fund III, L.P.",,,,,SunBridge Partners,"WEB_MANAGER: https://www.ohiocapitalfund.com/investments | The Ohio Capital Fund portfolio includes underlying funds managed by the following venture capital firms. Lists SunBridge Partners Technology Fund III."""""
"SunTx Capital Partners II, L.P.",fund,1,"SunTx Capital Partners II, L.P.","SunTx Capital Partners, LP","WEB_MANAGER: https://suntxcapitalpartners.com/ | SunTx Capital Partners, LP is a Dallas-based private equity firm investing in mid-market manufacturing, distribution, and service companies.",SunTx Capital Partners,"WEB_MANAGER: https://pitchbook.com/profiles/fund/11584-36F | PitchBook lists SunTx Capital Partners II as a 2008 vintage buyout fund led by SunTx Capital Partners, Dallas, Texas.","SunTx Capital Partners, LP","WEB_MANAGER: https://suntxcapitalpartners.com/ | SunTx Capital Partners, LP is a Dallas-based private equity firm investing in mid-market manufacturing, distribution, and service companies.  [AUTO: SunTx Capital Partners, LP = SunTx Capital Partners]"
Sylvanus LLC,fund,1,Sylvanus LLC,Global Forest Partners LP,WEB_MANAGER: https://www.calpers.ca.gov/documents/real-assets-perf-ppr/download | CalPERS real assets performance report lists Sylvanus LLC as raised by Global Forest Partners LP.,Global Forest Partners LP,"WEB_MANAGER: https://privatefunddata.com/private-funds/sylvanus-partners-lp/ | Sylvanus Partners is a timber fund operated by Global Forest Partners LP, with CalPERS as sole limited partner.",Global Forest Partners LP,WEB_MANAGER: https://www.calpers.ca.gov/documents/real-assets-perf-ppr/download | CalPERS real assets performance report lists Sylvanus LLC as raised by Global Forest Partners LP.  [AUTO: identical]
"TL Ventures VII, L.P.",fund,1,"TL Ventures VII, L.P.",,,,,TL Ventures,"WEB_MANAGER: https://pitchbook.com/profiles/fund/13456-90F | TL Ventures VII is a closed private equity fund managed by TL Ventures, which serves as the general partner."
"TPF II-A, LP",fund,1,"TPF II-A, LP","Tenaska Capital Management, LLC","WEB_MANAGER: https://privatefunddata.com/private-funds/tpf-ii-a-lp/ | Fund data listing shows TPF II-A LP managed by Tenaska Capital Management, LLC, the same firm PitchBook lists as manager of the related TPF II fund.","Tenaska Capital Management, LLC","WEB_MANAGER: https://privatefunddata.com/private-funds/tpf-ii-a-lp/ | TPF II-A, L.P. is a private equity fund operated by Tenaska Capital Management, LLC, Omaha, Nebraska.","Tenaska Capital Management, LLC","WEB_MANAGER: https://privatefunddata.com/private-funds/tpf-ii-a-lp/ | Fund data listing shows TPF II-A LP managed by Tenaska Capital Management, LLC, the same firm PitchBook lists as manager of the related TPF II fund.  [AUTO: identical]"
"Tamarack Mezzanine Partners, L.P.",fund,1,"Tamarack Mezzanine Partners, L.P.",,,,,Tamarack Capital Partners,"WEB_MANAGER: https://pitchbook.com/profiles/advisor/11310-13 | Tamarack Mezzanine Partners Fund was a mezzanine fund managed by Tamarack Capital Partners, headquartered in Portland, Oregon."
Teays River Investments,fund,1,Teays River Investments,"Teays River Investments Management, LLC","WEB_MANAGER: https://www.teaysinvestments.com/ | Teays River Investments is a private equity firm investing across the agriculture and food value chain, operated through Teays River Investments Management, LLC.","Teays River Investments Management, LLC","WEB_MANAGER: https://www.teaysinvestments.com/ | Teays River Investments Management, LLC is the management company of the Teays River Investments agricultural real estate platform.","Teays River Investments Management, LLC","WEB_MANAGER: https://www.teaysinvestments.com/ | Teays River Investments is a private equity firm investing across the agriculture and food value chain, operated through Teays River Investments Management, LLC.  [AUTO: identical]"
TechCore 2019,fund,1,TechCore 2019,GI Partners,WEB_MANAGER: https://www.gipartners.com/real-estate/investment/techcore | GI Partners describes TechCore as its technology-advantaged core real estate investment vehicle.,GI Partners,WEB_MANAGER: https://www.gipartners.com/real-estate/investment/techcore | GI Partners formed TechCore with CalPERS to acquire technology-advantaged real estate and serves as its investment manager.,GI Partners,WEB_MANAGER: https://www.gipartners.com/real-estate/investment/techcore | GI Partners describes TechCore as its technology-advantaged core real estate investment vehicle.  [AUTO: identical]
"Tennenbaum Opportunities Fund V, LLC",fund,1,"Tennenbaum Opportunities Fund V, LLC","Tennenbaum Capital Partners, LLC","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/0001377269/000114420411014267/v214176_ncsr.htm | SEC filing states Tennenbaum Capital Partners, LLC (TCP) serves as Investment Manager of Tennenbaum Opportunities Fund V.","Tennenbaum Capital Partners, LLC","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/0001377269/000114420414072537/v395604_n30b2.htm | SEC filing names Tennenbaum Capital Partners, LLC as Investment Manager of the Tennenbaum Opportunities Fund V vehicles.","Tennenbaum Capital Partners, LLC","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/0001377269/000114420411014267/v214176_ncsr.htm | SEC filing states Tennenbaum Capital Partners, LLC (TCP) serves as Investment Manager of Tennenbaum Opportunities Fund V.  [AUTO: identical]"
The Energy & Minerals Group Fund III,fund,1,The Energy & Minerals Group Fund III,The Energy & Minerals Group,"WEB_MANAGER: https://www.pa.gov/content/dam/copapwp-pagov/en/psers/documents/board3/resolutions/2014/res16_tab11.pdf | PSERS board resolution names The Energy & Minerals Group Fund III, L.P. as managed by The Energy & Minerals Group.",The Energy & Minerals Group,"WEB_MANAGER: https://emgtx.com/ | Energy & Minerals Group Fund III is managed by The Energy & Minerals Group, a Houston-based natural resource private equity firm.",The Energy & Minerals Group,"WEB_MANAGER: https://www.pa.gov/content/dam/copapwp-pagov/en/psers/documents/board3/resolutions/2014/res16_tab11.pdf | PSERS board resolution names The Energy & Minerals Group Fund III, L.P. as managed by The Energy & Minerals Group.  [AUTO: identical]"
The Ohio Capital Fund LLC,fund,1,The Ohio Capital Fund LLC,,,,,"Buckeye Venture Partners, LLC","WEB_MANAGER: https://www.westernsouthern.com/-/media/files/fortwashington/ocf-2022-annual-report.pdf | OCF 2022 annual report: Buckeye Venture Partners, LLC is the sole manager of the OCF."
"The Resolute III Continuation Fund, L.P.",fund,1,"The Resolute III Continuation Fund, L.P.","The Jordan Company, L.P.","WEB_MANAGER: https://www.businesswire.com/news/home/20241001765764/en/TJC-Closes-Second-Continuation-Fund-of-$2.1-Billion-Led-by-AlpInvest | Business Wire reports the Resolute III continuation fund extends The Resolute Fund III, managed by The Jordan Company (TJC).",TJC LP,WEB_MANAGER: https://www.businesswire.com/news/home/20241001765764/en | TJC LP (The Jordan Company) closed and manages The Resolute III Continuation Fund.,"The Jordan Company, L.P.","WEB_MANAGER: https://www.businesswire.com/news/home/20241001765764/en/TJC-Closes-Second-Continuation-Fund-of-$2.1-Billion-Led-by-AlpInvest | Business Wire reports the Resolute III continuation fund extends The Resolute Fund III, managed by The Jordan Company (TJC)."
Tillridge Global Agribusiness Partners II,fund,1,Tillridge Global Agribusiness Partners II,Tillridge Global Agribusiness Partners,"WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/284992 | SEC IAPD lists Tillridge Global Agribusiness Partners as the registered investment adviser, with Tillridge GAP II GP, LP as general partner of Fund II.",Tillridge Global Agribusiness Partners,"WEB_MANAGER: http://www.tillridge.com/ | Tillridge Global Agribusiness Fund II is managed by Tillridge Global Agribusiness Partners, Dallas, Texas, an NGP Energy Capital affiliate.",Tillridge Global Agribusiness Partners,"WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/284992 | SEC IAPD lists Tillridge Global Agribusiness Partners as the registered investment adviser, with Tillridge GAP II GP, LP as general partner of Fund II.  [AUTO: identical]"
Timber,fund,1,Timber,,,,,,SOURCE_REVIEW: manager not printed in SRC058; manager field intentionally blank
"Tiverton AgriFinance II, L.P.",fund,1,"Tiverton AgriFinance II, L.P.",,,,,Tiverton Advisors LLC,"WEB_MANAGER: https://aum13f.com/fund/tiverton-agrifinance-ii-lp | Form ADV listing: Tiverton Agrifinance II LP lists firm Tiverton Advisors LLC."""""
"Tower Bridge Infrastructure Partners, L.P.",fund,1,"Tower Bridge Infrastructure Partners, L.P.",Global Infrastructure Partners,WEB_MANAGER: https://www.global-infra.com/news/gip-and-kkr-led-consortium-enters-into-strategic-co-control-partnership-with-vodafone-to-invest-in-vantage-towers-ag/ | Global Infrastructure Partners' own release describes Tower Bridge Infrastructure Partners LP as a fund it manages.,"Global Infrastructure Management, LLC","WEB_MANAGER: https://www.marketscreener.com/quote/stock/VANTAGE-TOWERS-AG-154508280/news/KKR-Co-Inc-along-with-Tower-Bridge-Infrastructure-Partners-LP-managed-by-Global-Infrastructure-M-47432518/ | Tower Bridge Infrastructure Partners LP is managed by Global Infrastructure Management, LLC (Global Infrastructure Partners).","Global Infrastructure Management, LLC","WEB_MANAGER: https://www.marketscreener.com/quote/stock/VANTAGE-TOWERS-AG-154508280/news/KKR-Co-Inc-along-with-Tower-Bridge-Infrastructure-Partners-LP-managed-by-Global-Infrastructure-M-47432518/ | Tower Bridge Infrastructure Partners LP is managed by Global Infrastructure Management, LLC (Global Infrastructure Partners)."
